click_date,user_id,goods_no,cat_name_one,cat_name_two,cat_name_three
2020/5/15 0:00,2299923,1119218296,女装,上装,衬衫
2020/5/15 0:00,1984093,1118435326,女装,上装,打底衫
2020/5/14 0:00,1565562,1121050472,女装,上装,长袖T恤
2020/5/14 0:00,1150944,1120354842,女装,上装,棉服
2020/5/15 0:00,1945403,1119128137,女装,上装,卫衣
2020/5/14 0:00,1373935,1118446494,女装,下装,休闲裤
2020/5/16 0:00,1153952,1110912041,女鞋,休闲鞋,休闲鞋
2020/5/15 0:00,1388854,1119908858,女装,套装,套装
2020/5/16 0:00,2392130,1119652930,女装,下装,牛仔短裤
2020/5/15 0:00,1448625,1121225491,女装,裙装,连衣裙
2020/5/16 0:00,2074626,1112444940,女鞋,拖鞋,拖鞋
2020/5/14 0:00,254588,1120113178,女装,裙装,连衣裙
2020/5/15 0:00,987837,1119820713,女装,上装,毛衣
2020/5/14 0:00,2279589,1122728740,配饰,首饰,短项链
2020/5/14 0:00,472571,1122834383,女装,套装,套装
2020/5/14 0:00,2065502,1124386138,女装,裙装,连衣裙
2020/5/16 0:00,1015429,1117913684,女装,套装,套装
2020/5/14 0:00,1986294,1119485973,女装,下装,休闲裤
2020/5/15 0:00,1216152,1108813015,女装,上装,衬衫
2020/5/15 0:00,1886663,1120499973,女装,上装,牛仔外套
2020/5/15 0:00,2224,1114409621,女装,上装,针织衫
2020/5/15 0:00,2391365,1119259510,女装,套装,套装
2020/5/15 0:00,342011,1121499231,女鞋,靴子,短靴
2020/5/14 0:00,1902382,1122425880,女装,裙装,半身裙
2020/5/14 0:00,1374382,1122368900,女装,上装,衬衫
2020/5/14 0:00,1432232,1126001700,女装,上装,马甲
2020/5/14 0:00,1198346,1121139185,女装,上装,卫衣
2020/5/15 0:00,1761940,1125236339,女装,上装,羊毛外套
2020/5/15 0:00,2063805,1119328862,女装,上装,卫衣
2020/5/14 0:00,1272670,1119456070,包包,女包,双肩包
2020/5/14 0:00,44962,1124614546,女装,裙装,连衣裙
2020/5/15 0:00,2586494,1124903378,女装,上装,卫衣
2020/5/16 0:00,2597157,1121722495,女装,下装,牛仔裤
2020/5/14 0:00,1478581,1125639233,女装,下装,牛仔裤
2020/5/15 0:00,1461801,1121794886,女装,套装,套装
2020/5/15 0:00,2404863,1126335003,女装,裙装,连衣裙
2020/5/14 0:00,2065947,1114153236,包包,女包,斜跨包
2020/5/15 0:00,2546387,1128324603,女装,上装,牛仔外套
2020/5/15 0:00,2477874,1122888204,女装,上装,皮衣
2020/5/15 0:00,2111308,1132500890,配饰,首饰,长项链
2020/5/16 0:00,100163,145326387,女装,裙装,连衣裙
2020/5/14 0:00,2897251,1129098652,女装,上装,羽绒服
2020/5/15 0:00,1703679,1119919924,女装,上装,卫衣
2020/5/15 0:00,580507,1129929596,配饰,首饰,戒指
2020/5/15 0:00,270079,1128361763,女装,居家内衣,文胸
2020/5/16 0:00,3440702,1121866192,女装,套装,套装
2020/5/15 0:00,1235992,1126993825,女装,下装,休闲裤
2020/5/16 0:00,3008853,136547459,女装,上装,毛衣
2020/5/16 0:00,2353337,1122537610,女装,上装,短外套
2020/5/15 0:00,2662004,1127770084,女装,上装,羽绒服
2020/5/14 0:00,1830724,1120061437,女鞋,休闲鞋,帆布鞋
2020/5/14 0:00,2039874,1134443396,女装,上装,蕾丝衫
2020/5/14 0:00,58155,1127620453,女装,上装,马甲
2020/5/14 0:00,681973,152701123,女装,上装,T恤
2020/5/14 0:00,282687,1134166458,童装,裙装,连衣裙
2020/5/14 0:00,1034336,1132099741,女装,裙装,连衣裙
2020/5/15 0:00,2021,1125430308,女装,上装,短袖T恤
2020/5/14 0:00,1770973,1123837821,女装,上装,打底衫
2020/5/16 0:00,1663532,1126859414,女装,上装,打底衫
2020/5/15 0:00,141542,1120397000,女鞋,靴子,长靴
2020/5/14 0:00,1704427,1115051302,女装,下装,牛仔裤
2020/5/15 0:00,2749609,1132888158,女装,裙装,半身裙
2020/5/15 0:00,3612459,1133938073,女装,上装,衬衫
2020/5/14 0:00,2163247,1121742746,女装,上装,羊毛外套
2020/5/15 0:00,2156767,1115892155,女装,裙装,半身裙
2020/5/14 0:00,3408459,1133524282,包包,女包,斜跨包
2020/5/15 0:00,2576437,1121491544,女装,裙装,连衣裙
2020/5/15 0:00,2410511,1120672007,包包,女包,斜跨包
2020/5/14 0:00,528993,1129564746,女装,上装,大衣
2020/5/15 0:00,2936304,1128019143,女装,上装,打底衫
2020/5/14 0:00,783186,1130895915,配饰,饰品,袜子
2020/5/14 0:00,303718,1127009259,女装,裙装,半身裙
2020/5/14 0:00,1092315,1132446970,女装,上装,羊毛外套
2020/5/14 0:00,2853431,1134145131,女装,裙装,连衣裙
2020/5/16 0:00,2555469,1135846809,女装,裙装,连衣裙
2020/5/16 0:00,1153171,1133722148,女装,裙装,连衣裙
2020/5/14 0:00,3178619,1136276030,女装,下装,休闲裤
2020/5/14 0:00,224092,1136720673,女装,下装,牛仔裤
2020/5/14 0:00,78995,1137381700,女装,上装,短袖T恤
2020/5/14 0:00,2418834,1139664348,女装,上装,短袖T恤
2020/5/15 0:00,136186,1134110125,包包,女包,斜跨包
2020/5/14 0:00,591400,1131101973,包包,女包,斜跨包
2020/5/15 0:00,3599552,1134024174,包包,女包,斜跨包
2020/5/15 0:00,677351,1131344750,包包,女包,斜跨包
2020/5/14 0:00,3356775,1133585514,包包,女包,斜跨包
2020/5/15 0:00,1116011,1131509860,包包,女包,斜跨包
2020/5/14 0:00,3191665,1131675048,包包,女包,斜跨包
2020/5/15 0:00,3026477,1136382972,女装,上装,衬衫
2020/5/15 0:00,3518051,1139059278,女装,上装,衬衫
2020/5/15 0:00,841745,1136738310,女装,下装,休闲裤
2020/5/15 0:00,3263086,1133813909,女装,下装,休闲裤
2020/5/14 0:00,3085939,1135019191,女装,下装,休闲裤
2020/5/14 0:00,1880657,1114576814,女装,下装,背带裤
2020/5/15 0:00,3224632,1138921531,女装,下装,休闲裤
2020/5/15 0:00,1678419,1130241149,女装,上装,衬衫
2020/5/14 0:00,3559441,1137511352,女装,上装,风衣
2020/5/14 0:00,2988884,1139490302,女装,上装,长袖T恤
2020/5/14 0:00,1910959,1138518617,女装,裙装,连衣裙
2020/5/15 0:00,2180916,1138948972,童装,裙装,连衣裙
2020/5/14 0:00,2751778,1138506564,女装,裙装,连衣裙
2020/5/15 0:00,2893048,1136184390,女装,上装,衬衫
2020/5/16 0:00,916593,1136499141,女装,上装,衬衫
2020/5/14 0:00,601842,1138333833,女装,上装,短袖T恤
2020/5/15 0:00,2865670,1138386867,女鞋,单鞋,低平跟单鞋
2020/5/14 0:00,3412938,1141827082,女装,上装,风衣
2020/5/15 0:00,274505,1137642553,女装,上装,衬衫
2020/5/15 0:00,2157705,1139134190,女装,上装,衬衫
2020/5/14 0:00,666068,1138422655,女装,上装,衬衫
2020/5/15 0:00,1377603,1141037684,女装,上装,短袖T恤
2020/5/15 0:00,163400,1139382675,女装,下装,休闲裤
2020/5/15 0:00,1717256,1139450417,女装,上装,皮衣
2020/5/15 0:00,1150294,1137722056,女装,上装,皮衣
2020/5/15 0:00,2878655,1136197242,女装,上装,短袖T恤
2020/5/14 0:00,1102439,1133976956,女装,下装,牛仔裤
2020/5/15 0:00,2522794,1137533313,女装,上装,针织开衫
2020/5/14 0:00,3467329,1138060893,女装,上装,针织开衫
2020/5/15 0:00,2939749,1138985682,女装,套装,套装
2020/5/15 0:00,3315991,1139379063,女装,裙装,半身裙
2020/5/14 0:00,621883,1138859324,女装,裙装,半身裙
2020/5/15 0:00,1141622,1141848205,女装,裙装,连衣裙
2020/5/16 0:00,252062,1142024893,女装,上装,卫衣
2020/5/16 0:00,476615,1110992710,女装,下装,连体裤
2020/5/15 0:00,207932,1141871663,女鞋,单鞋,低平跟单鞋
2020/5/15 0:00,629401,1140349197,女装,裙装,连衣裙
2020/5/14 0:00,2451521,1139530333,女装,裙装,连衣裙
2020/5/14 0:00,3270385,1142233877,包包,女包,斜跨包
2020/5/14 0:00,567025,1141927094,包包,女包,斜跨包
2020/5/14 0:00,873808,1141816384,包包,女包,斜跨包
2020/5/15 0:00,984518,1139799612,女装,上装,风衣
2020/5/14 0:00,2700817,1142321393,女装,上装,风衣
2020/5/14 0:00,179036,1140453678,女装,上装,牛仔外套
2020/5/15 0:00,1847664,1111190210,女装,上装,T恤
2020/5/15 0:00,2710335,1141287900,女装,裙装,连衣裙
2020/5/14 0:00,1513645,1140844366,女装,裙装,连衣裙
2020/5/15 0:00,1957179,1117623702,女装,裙装,半身裙
2020/5/15 0:00,2077581,1140268451,女装,裙装,半身裙
2020/5/16 0:00,2331908,1141671726,女装,裙装,连衣裙
2020/5/15 0:00,629401,1141685966,女装,裙装,连衣裙
2020/5/16 0:00,615161,1140320600,女装,裙装,连衣裙
2020/5/15 0:00,1980527,1141503770,女装,裙装,连衣裙
2020/5/15 0:00,797357,1140837160,女装,裙装,连衣裙
2020/5/14 0:00,1463967,1140004067,女装,裙装,连衣裙
2020/5/14 0:00,2297060,1140609784,女装,裙装,连衣裙
2020/5/14 0:00,2490632,1139576724,女装,裙装,连衣裙
2020/5/14 0:00,3523692,1132853698,女装,裙装,半身裙
2020/5/15 0:00,3347076,1140386097,女装,上装,短袖T恤
2020/5/14 0:00,2215378,1142010075,女装,上装,短袖T恤
2020/5/15 0:00,591400,1140151603,包包,女包,斜跨包
2020/5/14 0:00,3050228,1133182546,男装,上装,羽绒服
2020/5/15 0:00,3317854,1141296571,女装,上装,短袖T恤
2020/5/15 0:00,804912,1138939129,女装,上装,针织衫
2020/5/15 0:00,2860392,1129160089,女装,上装,长袖T恤
2020/5/14 0:00,841840,1137494274,女装,上装,长袖T恤
2020/5/16 0:00,3305632,1141373022,配饰,饰品,帽子
2020/5/15 0:00,1327681,1140058749,女装,上装,短袖T恤
2020/5/15 0:00,1740845,1140442565,女鞋,拖鞋,拖鞋
2020/5/15 0:00,2357850,1141755940,女鞋,拖鞋,拖鞋
2020/5/16 0:00,1044475,1141358153,女鞋,拖鞋,拖鞋
2020/5/15 0:00,1442262,1139692081,包包,女包,手腕包
2020/5/15 0:00,3609283,1141013760,女装,裙装,连衣裙
2020/5/15 0:00,2187184,1142359593,女装,裙装,连衣裙
2020/5/15 0:00,841351,1140480043,配饰,首饰,耳钉
2020/5/14 0:00,2821727,1140237706,女鞋,单鞋,低平跟单鞋
2020/5/15 0:00,2863423,1139782328,女鞋,单鞋,低平跟单鞋
2020/5/14 0:00,3318801,1139506774,女鞋,单鞋,低平跟单鞋
2020/5/14 0:00,3594355,1141246880,女鞋,单鞋,低平跟单鞋
2020/5/15 0:00,1653312,1141529786,女鞋,单鞋,低平跟单鞋
2020/5/15 0:00,1370406,1142020769,女装,下装,牛仔裤
2020/5/14 0:00,1380924,1142714968,生活百货,百货其他,百货其他
2020/5/15 0:00,984554,1140949267,女装,上装,短袖T恤
2020/5/14 0:00,2751088,1131848390,女鞋,休闲鞋,休闲鞋
2020/5/14 0:00,351694,1142687318,女鞋,运动鞋,运动鞋
2020/5/14 0:00,1014515,1141911657,女装,上装,衬衫
2020/5/14 0:00,1588309,1141976571,女装,上装,卫衣
2020/5/14 0:00,1124384,1141852497,女装,上装,短袖T恤
2020/5/15 0:00,1148588,1139809677,女装,上装,短袖T恤
2020/5/15 0:00,3191408,1139971335,女装,上装,短袖T恤
2020/5/16 0:00,3530110,1135907217,女鞋,单鞋,低平跟单鞋
2020/5/14 0:00,694453,1133246049,女鞋,单鞋,低平跟单鞋
2020/5/14 0:00,3355621,1135813137,女鞋,单鞋,低平跟单鞋
2020/5/14 0:00,788533,1135754655,女装,上装,短袖T恤
2020/5/15 0:00,1245456,1139086337,女装,上装,长袖T恤
2020/5/15 0:00,3614870,1142618935,女装,上装,衬衫
2020/5/16 0:00,1181892,1123912461,女装,裙装,连衣裙
2020/5/15 0:00,1287143,1139185715,女装,上装,西装
2020/5/15 0:00,3615495,1140193791,女装,上装,西装
2020/5/14 0:00,2607419,1141289352,女装,上装,西装
2020/5/15 0:00,1511858,1140150788,女装,上装,长袖T恤
2020/5/15 0:00,3249957,1140150788,女装,上装,长袖T恤
2020/5/15 0:00,3249957,1141255282,女装,上装,长袖T恤
2020/5/14 0:00,2145463,1134354612,女装,裙装,连衣裙
2020/5/15 0:00,2145463,1133816751,女装,裙装,连衣裙
2020/5/16 0:00,2683324,1134350483,女装,裙装,连衣裙
2020/5/15 0:00,2149592,1133814761,女装,裙装,连衣裙
2020/5/16 0:00,2685314,1135106322,女装,裙装,连衣裙
2020/5/14 0:00,1393753,1139269945,女装,上装,短袖T恤
2020/5/16 0:00,3329824,1140507652,女装,下装,牛仔裤
2020/5/16 0:00,3093576,1139709959,女装,上装,衬衫
2020/5/14 0:00,1790424,1140934403,女装,上装,衬衫
2020/5/15 0:00,565980,1139245824,女装,上装,衬衫
2020/5/14 0:00,2254559,1139133677,女装,上装,衬衫
2020/5/15 0:00,2366706,1142859910,女装,上装,短袖T恤
2020/5/15 0:00,1040894,1141609966,女装,上装,短袖T恤
2020/5/15 0:00,2290838,1142933620,女装,下装,牛仔裤
2020/5/14 0:00,466357,1139159989,女装,套装,套装
2020/5/15 0:00,740919,1140096236,配饰,首饰,短项链
2020/5/15 0:00,3305137,1135437984,女鞋,休闲鞋,小白鞋
2020/5/14 0:00,1363289,1129031050,女装,上装,羽绒服
2020/5/14 0:00,3369540,1138383310,女装,上装,短袖T恤
2020/5/16 0:00,2817774,1137481790,女装,居家内衣,文胸
2020/5/15 0:00,2817774,1138280097,女装,居家内衣,文胸
2020/5/14 0:00,2019467,1133700801,女装,裙装,连衣裙
2020/5/14 0:00,3199298,1135110473,女装,裙装,连衣裙
2020/5/16 0:00,1789626,1133436279,女装,上装,衬衫
2020/5/15 0:00,3263619,1140887428,女装,上装,短袖T恤
2020/5/15 0:00,1712233,1133073349,女装,套装,套装
2020/5/15 0:00,1327933,1132453381,女装,套装,套装
2020/5/16 0:00,1947901,1131352995,女装,套装,套装
2020/5/16 0:00,3048287,1140497386,女装,上装,风衣
2020/5/15 0:00,3604557,1141150057,女装,上装,风衣
2020/5/14 0:00,2951886,1139204883,配饰,饰品,手表
2020/5/14 0:00,595213,1136632584,女装,上装,西装
2020/5/15 0:00,3568805,1139223400,女装,上装,西装
2020/5/14 0:00,977989,1141728329,女装,裙装,半身裙
2020/5/15 0:00,1273158,1140289526,女装,上装,短袖T恤
2020/5/15 0:00,1310565,1142718179,女装,上装,背心
2020/5/15 0:00,1081458,1142420222,女装,上装,针织开衫
2020/5/15 0:00,1081458,1140651504,女装,上装,针织开衫
2020/5/15 0:00,2850176,1143045871,女装,上装,针织开衫
2020/5/14 0:00,455809,1142527317,女装,上装,针织开衫
2020/5/15 0:00,974363,1141042928,女装,上装,短袖T恤
2020/5/15 0:00,3257036,1141563399,女装,上装,短袖T恤
2020/5/14 0:00,2736565,1139006163,女装,上装,短袖T恤
2020/5/15 0:00,794514,1142283973,女装,下装,牛仔裤
2020/5/14 0:00,716121,1137483620,女装,上装,长袖T恤
2020/5/14 0:00,3316286,1141707724,女装,上装,背心
2020/5/16 0:00,1293048,1142736719,配饰,饰品,头饰
2020/5/14 0:00,1663525,1143755993,配饰,饰品,头饰
2020/5/15 0:00,644251,1131955864,女装,上装,羽绒服
2020/5/15 0:00,644251,1132193563,女装,上装,羽绒服
2020/5/16 0:00,406552,1139889985,女装,上装,针织衫
2020/5/14 0:00,3611832,1143257826,女装,上装,针织衫
2020/5/16 0:00,243991,1140026615,女装,上装,短袖T恤
2020/5/14 0:00,3273004,1142256398,女装,上装,短袖T恤
2020/5/14 0:00,1043221,1136506307,女装,上装,衬衫
2020/5/15 0:00,195140,1143235503,女装,裙装,连衣裙
2020/5/14 0:00,1264817,1141901927,女装,裙装,连衣裙
2020/5/14 0:00,2498673,1140913447,女装,上装,短袖T恤
2020/5/16 0:00,2387104,1141664305,女装,上装,短袖T恤
2020/5/14 0:00,1636246,1140949667,女装,上装,短袖T恤
2020/5/14 0:00,2350884,1142285208,女装,上装,衬衫
2020/5/15 0:00,1615933,1126181572,女装,上装,羽绒服
2020/5/14 0:00,2418834,1133702708,女装,上装,短袖T恤
2020/5/15 0:00,3398733,1142667488,女装,上装,衬衫
2020/5/15 0:00,1732841,1141410885,女装,上装,衬衫
2020/5/16 0:00,2989444,1142037652,女装,上装,风衣
2020/5/15 0:00,2363880,1143814052,女鞋,休闲鞋,休闲鞋
2020/5/15 0:00,687919,1128515675,女装,上装,长袖T恤
2020/5/14 0:00,1486254,1141355535,配饰,饰品,帽子
2020/5/14 0:00,2746211,1143670989,女装,下装,牛仔短裤
2020/5/14 0:00,1029891,1142748349,女装,下装,牛仔短裤
2020/5/14 0:00,1952531,1141807299,女装,下装,牛仔短裤
2020/5/15 0:00,2893581,1140298197,女装,下装,牛仔裤
2020/5/14 0:00,3302897,1143375800,女装,下装,牛仔裤
2020/5/14 0:00,225294,1142247898,女装,下装,牛仔裤
2020/5/14 0:00,1353196,1141003911,女装,下装,牛仔裤
2020/5/14 0:00,2597183,1134509103,女鞋,休闲鞋,小白鞋
2020/5/14 0:00,1990403,1141101345,女装,下装,西裤
2020/5/16 0:00,2498299,1140873675,女装,上装,短袖T恤
2020/5/15 0:00,2728144,1142262892,女装,裙装,半身裙
2020/5/14 0:00,138095,1144193230,女装,裙装,连衣裙
2020/5/14 0:00,107480,1143324621,女装,裙装,连衣裙
2020/5/15 0:00,1475329,1140132189,女装,裙装,连衣裙
2020/5/15 0:00,3568902,1141965260,包包,女包,手提包
2020/5/15 0:00,2136810,1143301708,女装,上装,短袖T恤
2020/5/14 0:00,800545,1141614746,配饰,首饰,短项链
2020/5/14 0:00,3286634,1135746191,女装,裙装,半身裙
2020/5/14 0:00,1154252,1142919560,女装,上装,短袖T恤
2020/5/14 0:00,1981658,1142304868,女装,下装,牛仔裤
2020/5/14 0:00,2296870,1140007472,女装,下装,牛仔裤
2020/5/14 0:00,1893725,1138800623,女装,下装,牛仔裤
2020/5/14 0:00,3100574,1138977239,女装,下装,牛仔裤
2020/5/15 0:00,2923958,1138285688,女装,下装,牛仔裤
2020/5/15 0:00,3615509,1140521308,女装,下装,牛仔裤
2020/5/16 0:00,1379889,1106240496,女鞋,拖鞋,拖鞋
2020/5/15 0:00,2559467,1138467526,女装,套装,套装
2020/5/15 0:00,3432076,1141201127,女装,裙装,连衣裙
2020/5/14 0:00,3500083,1141201127,女装,裙装,连衣裙
2020/5/14 0:00,3500083,1141261630,女装,裙装,连衣裙
2020/5/14 0:00,3439580,1143470090,女装,裙装,连衣裙
2020/5/16 0:00,1231120,1142118599,女装,上装,短袖T恤
2020/5/15 0:00,1983654,1137725602,女装,上装,短袖T恤
2020/5/14 0:00,2274218,1140765004,女装,裙装,半身裙
2020/5/14 0:00,2735347,1142737712,女装,裙装,半身裙
2020/5/14 0:00,1862219,1119837726,女装,裙装,连衣裙
2020/5/15 0:00,2662004,1122023663,女装,裙装,连衣裙
2020/5/14 0:00,476067,1122426241,女装,裙装,连衣裙
2020/5/15 0:00,73489,1143567028,女装,下装,牛仔裤
2020/5/16 0:00,34556,1136344230,女装,裙装,连衣裙
2020/5/14 0:00,855492,1125784389,女鞋,靴子,马丁靴
2020/5/14 0:00,1717758,1139480705,女装,上装,衬衫
2020/5/15 0:00,2920052,1143919056,女装,下装,休闲裤
2020/5/15 0:00,481115,1137814368,女装,上装,衬衫
2020/5/14 0:00,3286195,1139482694,女装,上装,衬衫
2020/5/14 0:00,1617869,1144734994,女装,裙装,半身裙
2020/5/15 0:00,264749,1141300046,女装,上装,短袖T恤
2020/5/14 0:00,2199840,1141922998,女装,下装,牛仔裤
2020/5/15 0:00,577542,1142266240,女装,裙装,连衣裙
2020/5/15 0:00,1935281,1142383647,女装,上装,马甲
2020/5/14 0:00,617585,1130280739,女装,上装,棉服
2020/5/15 0:00,3419062,1140938861,女装,上装,西装
2020/5/14 0:00,362175,1140938665,女装,下装,连体裤
2020/5/14 0:00,2361572,1139637592,女装,裙装,半身裙
2020/5/15 0:00,2163351,1141569867,女装,上装,短袖T恤
2020/5/14 0:00,3532602,1143562930,女装,裙装,连衣裙
2020/5/16 0:00,937071,1141803529,女装,上装,风衣
2020/5/16 0:00,3296963,1143940717,女装,下装,打底裤
2020/5/15 0:00,260992,1143526951,女装,裙装,连衣裙
2020/5/16 0:00,1872551,1131742208,配饰,饰品,手表
2020/5/14 0:00,1958416,1135399461,女装,上装,羊毛外套
2020/5/14 0:00,900123,1144704371,女装,下装,休闲短裤
2020/5/14 0:00,695362,1142718679,女装,下装,休闲短裤
2020/5/14 0:00,2681054,1141789905,女装,下装,休闲短裤
2020/5/14 0:00,3609828,1144768969,女装,下装,休闲短裤
2020/5/14 0:00,630764,1144623958,女装,下装,休闲短裤
2020/5/15 0:00,775775,1141859416,女装,下装,休闲短裤
2020/5/15 0:00,3540317,1143903287,女装,下装,休闲短裤
2020/5/14 0:00,1496446,1145278789,女装,下装,休闲短裤
2020/5/14 0:00,120944,1143894522,女装,下装,休闲短裤
2020/5/14 0:00,1505211,1141967211,包包,女包,斜跨包
2020/5/16 0:00,1532782,1143481746,包包,女包,斜跨包
2020/5/14 0:00,18247,1141514969,包包,女包,斜跨包
2020/5/15 0:00,1985024,1142176943,包包,女包,斜跨包
2020/5/16 0:00,1323050,1140826184,包包,女包,斜跨包
2020/5/15 0:00,2673809,1140669447,包包,女包,斜跨包
2020/5/14 0:00,2830546,1141077809,女装,上装,长袖T恤
2020/5/14 0:00,1121752,1143776750,女装,裙装,连衣裙
2020/5/14 0:00,523488,1141705770,女装,裙装,连衣裙
2020/5/14 0:00,2594468,1140584837,女装,上装,背心
2020/5/15 0:00,3614870,1139869824,女装,上装,衬衫
2020/5/15 0:00,3131998,1139869824,女装,上装,衬衫
2020/5/15 0:00,3131998,1142019864,女装,上装,衬衫
2020/5/16 0:00,981958,1139341586,女装,上装,短袖T恤
2020/5/14 0:00,1859498,1139728159,女装,下装,连体裤
2020/5/15 0:00,2772366,1142134878,女装,裙装,连衣裙
2020/5/16 0:00,2765715,1143476330,女装,上装,衬衫
2020/5/16 0:00,2024968,1145276079,女装,上装,衬衫
2020/5/14 0:00,225219,1145350218,包包,女包,手提包
2020/5/15 0:00,49826,1142941651,女装,裙装,半身裙
2020/5/15 0:00,2558996,1142282568,女装,裙装,半身裙
2020/5/15 0:00,3218079,1143283425,女装,裙装,半身裙
2020/5/14 0:00,2217222,1140443882,女装,上装,衬衫
2020/5/15 0:00,56239,1137641710,女装,上装,衬衫
2020/5/14 0:00,2858411,1145494752,女装,下装,西裤
2020/5/14 0:00,4874,1143023252,女装,下装,西裤
2020/5/15 0:00,2476374,1133522865,女装,上装,马甲
2020/5/14 0:00,3477881,1140096916,女装,裙装,连衣裙
2020/5/16 0:00,1302694,1142087543,女装,下装,牛仔裤
2020/5/15 0:00,3512277,1143226714,女装,裙装,连衣裙
2020/5/14 0:00,775155,1143171325,女装,裙装,连衣裙
2020/5/15 0:00,830544,1141759376,女装,裙装,连衣裙
2020/5/16 0:00,2242493,1140520133,女装,上装,风衣
2020/5/14 0:00,1981744,1140520133,女装,上装,风衣
2020/5/15 0:00,1981744,1142100376,女装,上装,风衣
2020/5/15 0:00,401501,1142858078,女装,下装,休闲短裤
2020/5/15 0:00,2742988,1143761578,女装,下装,休闲短裤
2020/5/14 0:00,1839488,1145199565,女装,下装,休闲短裤
2020/5/16 0:00,401501,1144816531,女装,下装,休闲短裤
2020/5/14 0:00,784535,1145072969,女装,下装,休闲短裤
2020/5/14 0:00,528097,1142162770,女装,下装,休闲短裤
2020/5/14 0:00,3438296,1145199565,女装,下装,休闲短裤
2020/5/15 0:00,401501,1145115407,女装,下装,休闲短裤
2020/5/15 0:00,485659,1142308996,女装,上装,西装
2020/5/15 0:00,3192241,1144325838,包包,女包,斜跨包
2020/5/15 0:00,975515,1143577773,包包,女包,斜跨包
2020/5/15 0:00,1723580,1143316329,包包,女包,斜跨包
2020/5/15 0:00,1985024,1142804528,包包,女包,斜跨包
2020/5/15 0:00,2496825,1142676656,包包,女包,斜跨包
2020/5/15 0:00,2624697,1145243198,包包,女包,斜跨包
2020/5/14 0:00,58155,1142488703,女鞋,拖鞋,拖鞋
2020/5/15 0:00,2711822,1143876109,女鞋,拖鞋,拖鞋
2020/5/15 0:00,1324416,1144897222,女鞋,拖鞋,拖鞋
2020/5/15 0:00,303303,1144557091,女鞋,拖鞋,拖鞋
2020/5/14 0:00,643434,1142123832,女鞋,拖鞋,拖鞋
